📊 Pattern Analiz Sonuçları
Dosya Sayısı: 8
Sequence: S1
Limit: 0.1
📌 Pattern Son Değerleri
53 pattern tespit edildi. Benzersiz son offsetler: 0, -2, -3, -1, +1, +3

🔍 Pattern Analizi
✅ 53 geçerli pattern bulundu:

Pattern 1: -3 → -2 → -1 → 0 → -1 → -2 → -3 → 0 (→ next: -3, -1, +1, +3)
Pattern 2: -1 → -2 → -3 → 0 → -1 → -2 → -3 → 0 (→ next: -3, -1, +1, +3)
Pattern 3: -3 → 0 → -3 → -2 → -1 → 0 → -3 → -2 (→ next: -1)
Pattern 4:-3 → 0 → -3 → -2 → -1 → 0 → -1 → -2(→ next: -3)
Pattern 5: -2 → -3 → 0 → -1 → -2 → -3 → 0 → -3 (→ next: -2)
Pattern 6: -2 → -3 → 0 → -1 → -2 → -3 → 0 → -1 (→ next: -2)
Pattern 7:-2 → -3 → 0 → -1 → -2 → -3 → 0 → +1(→ next: +2)
Pattern 8:-2 → -3 → 0 → -1 → -2 → -3 → 0 → +3(→ next: +2)
Pattern 9: -2 → -3 → 0 → +1 → +2 → +3 → 0 → -3 (→ next: -2)
Pattern 10: -2 → -3 → 0 → +1 → +2 → +3 → 0 → -1 (→ next: -2)
Pattern 11:-2 → -3 → 0 → +1 → +2 → +3 → 0 → +1(→ next: +2)
Pattern 12:-2 → -3 → 0 → +1 → +2 → +3 → 0 → +3(→ next: +2)
Pattern 13: -2 → -3 → 0 → +3 → +2 → +1 → 0 → -3 (→ next: -2)
Pattern 14: -2 → -3 → 0 → +3 → +2 → +1 → 0 → -1 (→ next: -2)
Pattern 15:-2 → -3 → 0 → +3 → +2 → +1 → 0 → +1(→ next: +2)
Pattern 16:-2 → -3 → 0 → +3 → +2 → +1 → 0 → +3(→ next: +2)
Pattern 17: -2 → -1 → 0 → -1 → -2 → -3 → 0 → -3 (→ next: -2)
Pattern 18: -2 → -1 → 0 → -1 → -2 → -3 → 0 → -1 (→ next: -2)
Pattern 19:-2 → -1 → 0 → -1 → -2 → -3 → 0 → +1(→ next: +2)
Pattern 20:-2 → -1 → 0 → -1 → -2 → -3 → 0 → +3(→ next: +2)
Pattern 21: -2 → -1 → 0 → +1 → +2 → +3 → 0 → -3 (→ next: -2)
Pattern 22: -2 → -1 → 0 → +1 → +2 → +3 → 0 → -1 (→ next: -2)
Pattern 23:-2 → -1 → 0 → +1 → +2 → +3 → 0 → +1(→ next: +2)
Pattern 24:-2 → -1 → 0 → +1 → +2 → +3 → 0 → +3(→ next: +2)
Pattern 25: -2 → -1 → 0 → +3 → +2 → +1 → 0 → -3 (→ next: -2)
Pattern 26: -2 → -1 → 0 → +3 → +2 → +1 → 0 → -1 (→ next: -2)
Pattern 27:-2 → -1 → 0 → +3 → +2 → +1 → 0 → +1(→ next: +2)
Pattern 28:-2 → -1 → 0 → +3 → +2 → +1 → 0 → +3(→ next: +2)
Pattern 29: -1 → 0 → -3 → -2 → -1 → 0 → -3 → -2 (→ next: -1)
Pattern 30:-1 → 0 → -3 → -2 → -1 → 0 → -1 → -2(→ next: -3)
Pattern 31:0 → -3 → -2 → -1 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 32:0 → -3 → -2 → -1 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 33:0 → -3 → -2 → -1 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 34:0 → -1 → -2 → -3 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 35:0 → -1 → -2 → -3 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 36:0 → -1 → -2 → -3 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 37:0 → +3 → +2 → +1 → 0 → -3 → -2 → -1(→ next: 0)
Pattern 38:0 → +3 → +2 → +1 → 0 → +1 → +2 → +3(→ next: 0)
Pattern 39:0 → +3 → +2 → +1 → 0 → +3 → +2 → +1(→ next: 0)
Pattern 40: +2 → +3 → 0 → -1 → -2 → -3 → 0 → -3 (→ next: -2)
Pattern 41: +2 → +3 → 0 → -1 → -2 → -3 → 0 → -1 (→ next: -2)
Pattern 42:+2 → +3 → 0 → -1 → -2 → -3 → 0 → +1(→ next: +2)
Pattern 43:+2 → +3 → 0 → -1 → -2 → -3 → 0 → +3(→ next: +2)
Pattern 44: +2 → +3 → 0 → +1 → +2 → +3 → 0 → -3 (→ next: -2)
Pattern 45: +2 → +3 → 0 → +1 → +2 → +3 → 0 → -1 (→ next: -2)
Pattern 46:+2 → +3 → 0 → +1 → +2 → +3 → 0 → +1(→ next: +2)
Pattern 47:+2 → +3 → 0 → +1 → +2 → +3 → 0 → +3(→ next: +2)
Pattern 48: +2 → +3 → 0 → +3 → +2 → +1 → 0 → -3 (→ next: -2)
Pattern 49: +2 → +3 → 0 → +3 → +2 → +1 → 0 → -1 (→ next: -2)
Pattern 50:+2 → +3 → 0 → +3 → +2 → +1 → 0 → +1(→ next: +2)
